text kotor,likeCount,Teks_Bersih,Yes,No,Compound,Sentiment
@keuangannews_id Ganjar turunan kadrun dunk https://t.co/JXWgtWiG2E,0,id ganjar turunan kadrun dunk,0.0,0.0,0.0,Yes
@VeelaaRhie Waduh kamu Jangan ikutan berkata kata kotor.  Biar kadrun aja.,0,waduh kamu jangan ikutan berkata kata kotor biar kadrun aja,0.0,0.0,0.0,Yes
"@RagilSemar @joyfanra2 yg jelas msnyengsarakan kadrun
??

twitter.com/tukanggambar28?",1,yg jelas msnyengsarakan kadrun twitter com tukanggambar,0.0,0.0,0.0,Yes
@ch_chotimah2 @adityawilly Bagaimanapun kadrun itu tetap to'ol.....maling ketangkap dibilang cobaan...kl nggak ketahuan ya ..maling lagi.,0,chotimah bagaimanapun kadrun itu tetap to ol maling ketangkap dibilang cobaan kl nggak ketahuan ya maling lagi,0.0,0.0,0.0,Yes
"@TurnBack2Solo @jagokan57083101 @KompasTV gpp mbak kadrun, santai aja yg penting takbir, biar kadrun2 goblok itu takjub dan percaya dgn kebiadaban kadrun krn sdh ada takbirnya wkwkwkw",0,gpp mbak kadrun santai aja yg penting takbir biar kadrun goblok itu takjub dan percaya dgn kebiadaban kadrun krn sdh ada takbirnya wkwkwkw,0.0,0.0,0.0,Yes
@cobeh2022 Kebanyakan nelen judul jadi goblok kadrun pemuja yamen?????????? https://t.co/VdlJZfBrpt,0,kebanyakan nelen judul jadi goblok kadrun pemuja yamen,0.0,0.0,0.0,Yes
@marlina_idha Narasinya kok lebai banget. Indonesia? Seluruh rakyat Indonesia? Wkwkwk kadrun kali yang butuh https://t.co/nKJjXLW0ZF,0,idha narasinya kok lebai banget indonesia seluruh rakyat indonesia wkwkwk kadrun kali yang butuh,0.0,0.0,0.0,Yes
"@jagokan57083101 @TurnBack2Solo @KompasTV wkwkkw kadrun nyerah, lari terkaing2 seperti anjing yg ditimpukin batu, kaing kaing kaing",0,wkwkkw kadrun nyerah lari terkaing seperti anjing yg ditimpukin batu kaing kaing kaing,0.0,0.0,0.0,Yes
@kasrulsani9 @rezaldi12234 @MelayuWarga @ganjarpranowo @jokowi Kristen di bilang kadrun juga ya ?? ????,0,kristen di bilang kadrun juga ya,0.0,0.0,0.0,Yes
"Alhamdulillah, sudah bisa aktif lagi setelah vakum selama 2 tahun di twitter. Assalamualaikum dan apa kabar warga oposisi? Semoga baik saja sehat sehat selalu, Aamiin ya rabbal aalamiin...??????",1,alhamdulillah sudah bisa aktif lagi setelah vakum selama tahun di twitter assalamualaikum dan apa kabar warga oposisi semoga baik saja sehat sehat selalu aamiin ya rabbal aalamiin,0.0,0.0,0.0,Yes
@WManco52 @tawajkt @budimandjatmiko Kadrun Kadrun proyek budimansudjatmiko itu swasta murni disamakan dengan hambalang tolol,0,kadrun kadrun proyek budimansudjatmiko itu swasta murni disamakan dengan hambalang tolol,0.0,0.0,0.0,Yes
@Zulmendra_Ak @KangManto123 Habisin Yaman Kadrun??????,0,ak habisin yaman kadrun,0.0,0.0,0.0,Yes
"@KipasAn36639127 @Dennysiregar7 @DivHumas_Polri Saat_nya NGISIIIING TERTAWA...?? 
BALASAN #TELEK_ONTAAA...??

TELEK_ONTA ko #dipercaya...!!
Dasar MENTAL BUDAK BABUVJONGOS ANJING KADRUN SUPER_GOBLOOGG...!! 

PRIBUMI ko TOLOL DUNGU...!!!
????",0,polri saat nya ngisiiiing tertawa balasan telek ontaaa telek onta ko dipercaya dasar mental budak babuvjongos anjing kadrun super gobloogg pribumi ko tolol dungu,0.0,0.0,0.5994,Yes
@Mdy_Asmara1701 https://t.co/O3rKrQ1Jhi,0,asmara,0.0,0.0,0.0,Yes
@Obay_Kusut1981 Wkwk kadrun nge hoak,0,kusut wkwk kadrun nge hoak,0.0,0.0,0.0,Yes
@Mdy_Asmara1701 twitter.com/EndarTo4485746?,0,asmara twitter com endarto,0.0,0.0,0.0,Yes
"@ocongBoyy Sebelum mencalonkan wan kibul , sebaik nya @NasDem  ngitung dulu ada brp kadrun dongok di republik ini",0,sebelum mencalonkan wan kibul sebaik nya ngitung dulu ada brp kadrun dongok di republik ini,0.0,0.0,0.0,Yes
@Decoel_14 @DrPullmanrogers @Dennysiregar7 @NasDem kadrun gerah wkwkkw,0,kadrun gerah wkwkkw,0.0,0.0,0.0,Yes
@surabioncomamis @DrPullmanrogers @Dennysiregar7 @NasDem wkwkwk kadrun panas,0,wkwkwk kadrun panas,0.0,0.0,0.0,Yes
@aniesbaswedan @PKSejahtera Bimtek kadrun,1,bimtek kadrun,0.0,0.0,0.0,Yes
@kadrun_bangsatt Teman si kristiyan ini??,1,bangsatt teman si kristiyan ini,0.0,0.0,0.0,Yes
"@budimandjatmiko Itulah dongok nya kadrun dan Nasdrun..... 
Koar2 tanpa data yg penting bisa menumpahkan kekesalan dan mencari pembelaan dg memcari celah u/ mengalihkan isu utama",0,itulah dongok nya kadrun dan nasdrun koar tanpa data yg penting bisa menumpahkan kekesalan dan mencari pembelaan dg memcari celah u mengalihkan isu utama,0.0,0.0,0.0,Yes
@cnbcindonesia Siap2 CNBC dicap kadrun kampret Radikal radikul onta gurun,0,siap cnbc dicap kadrun kampret radikal radikul onta gurun,0.0,0.0,0.0,Yes
@Kryan224 Aku dm ya,0,aku dm ya,0.0,0.0,0.0,Yes
@dennyindrayana Membahas visi misi yg sama..???,0,membahas visi misi yg sama,0.0,0.0,0.0,Yes
"@fayacondios_ Kadrun gak mingkem, justru nyaring membela koruptor",0,kadrun gak mingkem justru nyaring membela koruptor,0.0,0.0,0.0,Yes
"@Mdy_Asmara1701 Semua akan gilak pd waktunya.

ttd. buzzer wan jembud",0,asmara semua akan gilak pd waktunya ttd buzzer wan jembud,0.0,0.0,0.0,Yes
"@MichelAdam9191 Kau tulis hasil  Litbang Kompas..tapi lu sodorin portal abal2.. trus motif lu ape drun ..
Silakan cek @LitbangKompas @KompasTV @kompascom @hariankompas",0,kau tulis hasil litbang kompas tapi lu sodorin portal abal trus motif lu ape drun silakan cek,0.0,0.0,0.0,Yes
"@HelmiFelis_ Kadrun tolol, jadi kalau terbukti korupsi jgn ditangkap ya drun, di biarkan bebas sampai ke Yaman. Mirip leluhurmu yg di Yaman, miskin, bodoh dan jahat",1,kadrun tolol jadi kalau terbukti korupsi jgn ditangkap ya drun di biarkan bebas sampai ke yaman mirip leluhurmu yg di yaman miskin bodoh dan jahat,0.0,0.0,0.0,Yes
@HeangKadrun @UbedilahB Stop omong kadrun. Orang akan mengira anda PKI. Krn cuma PKI yg omong kadrun. Masih banyak pilihan makian lainnya,0,stop omong kadrun orang akan mengira anda pki krn cuma pki yg omong kadrun masih banyak pilihan makian lainnya,0.109,0.0,-0.296,Yes
"@anakwedoesh @rezaldi12234 @MelayuWarga @ganjarpranowo @jokowi Iki kadrun kurang baca,muales cari reprensi,cmn disugukan brita hoax trus,jdi ne pekok kayak gini..????",0,iki kadrun kurang baca muales cari reprensi cmn disugukan brita hoax trus jdi ne pekok kayak gini,0.116,0.0,-0.2732,Yes
@msaid_didu @ReflyHZ Vote group kadrun... Ya ialah,0,didu vote group kadrun ya ialah,0.0,0.0,0.0,Yes
@akhmadmuhyidin2 @ganjarpranowo klo pendukung anues yg biadab2 ente diam aja drun? yg penting ada takbirnya ya drun? wwkww kadrun goblok https://t.co/UXfKxXM9w6,0,klo pendukung anues yg biadab ente diam aja drun yg penting ada takbirnya ya drun wwkww kadrun goblok,0.0,0.0,0.0,Yes
@ganjarpranowo Kadrun yg komen disini akunnya baru netas semua... ??,0,kadrun yg komen disini akunnya baru netas semua,0.0,0.0,0.0,Yes
@Mdy_Asmara1701 Panik berat ya ??,0,asmara panik berat ya,0.0,0.0,0.0,Yes
"@JhonniSinaga20 @KejaksaanRI Memang Bacotnya @AnisBaswedan itu   manis , dan itu ciri2 gerombolan kadrun selalu bawa2 nama TUHAN",0,memang bacotnya itu manis dan itu ciri gerombolan kadrun selalu bawa nama tuhan,0.0,0.0,0.0,Yes
@NataliusPigai2 ini kadrun kapir temannya kadrun betina @jagokan57083101,0,ini kadrun kapir temannya kadrun betina,0.0,0.0,0.0,Yes
@aniesbaswedan @PKSejahtera Partai Kadrun Sejati,2,partai kadrun sejati,0.0,0.0,0.0,Yes
"Bisa jadi sampai hari kiamat KADRUN-2 pemuja ""Bapak Politik Identitas"" selalu bikin HOAX.

Nyerang Pemerintah pakai HOAX
Puja-puji Bapak Politik Identitas juga pake HOAX

Hidup kok sehina gitu sih DRUN? ?? #TenggelamkanPKS #BubarkanNasdem #NoSayVoteAnies https://t.co/gZ4JVchChN",3,bisa jadi sampai hari kiamat kadrun pemuja bapak politik identitas selalu bikin hoax nyerang pemerintah pakai hoax puja puji bapak politik identitas juga pake hoax hidup kok sehina gitu sih drun tenggelamkanpks bubarkannasdem nosayvoteanies,0.169,0.0,-0.6486,Yes
@DJoker_GinOngs ??,1,ginongs,0.0,0.0,0.0,Yes
"awoakwoakaoao ketebak org"" si pAliNg toLeraNsi ujung""nya kalau sakit pantat selalu koar"" pake term kodran kadrun, semua dikadrunin ama die dasar kaum ngambekan??",0,awoakwoakaoao ketebak org si paling toleransi ujung nya kalau sakit pantat selalu koar pake term kodran kadrun semua dikadrunin ama die dasar kaum ngambekan,0.145,0.0,-0.5994,Yes
@kadrun_bangsatt T https://t.co/sMSXYdhBb4,1,bangsatt t,0.0,0.0,0.0,Yes
"Hayooo loh nomor WA-nya di sebar sama EL... ??

Kadrun nyebar Hoax di group WA.. 

Malam ini banyak yg silaturami ?? https://t.co/qQgYAy70LK",5,hayooo loh nomor wa nya di sebar sama el kadrun nyebar hoax di group wa malam ini banyak yg silaturami,0.1,0.0,-0.2732,Yes
@jayusman92 @Subur0204 Kadrun TOLOL !!!,0,kadrun tolol,0.0,0.0,0.0,Yes
"Nah ini yg harus dicontoh sama bacapres yg lain etika politik.. 
Gak kyk kadrun.. Asal nyosor aja",0,nah ini yg harus dicontoh sama bacapres yg lain etika politik gak kyk kadrun asal nyosor aja,0.08,0.0,-0.1027,Yes
"@CocotBoros98 @TurnBack2Solo @KompasTV @jagokan57083101 Ini kadrun laknatuloh, yg lain menyembah balihonya, yg ini malah kencingin, dasar kadrun dongok ?? atau jgn2 abis dikencingin, kadrun2 lsg sujud menyembah di bekas kencingnya? termasuk sekte kadrun p",0,ini kadrun laknatuloh yg lain menyembah balihonya yg ini malah kencingin dasar kadrun dongok atau jgn abis dikencingin kadrun lsg sujud menyembah di bekas kencingnya termasuk sekte kadrun pesing dong,0.0,0.0,0.0,Yes
@Mdy_Asmara1701 https://t.co/9SExGIP0w7,0,asmara,0.0,0.0,0.0,Yes
"@gustikajusup @ellenhans65 @Sampeong2 @Miduk17 Masih banyak kadrun tolol ternyata..

????????

Malah nyalahin visi misi Presiden.

Dongok kok diumbar.",0,masih banyak kadrun tolol ternyata malah nyalahin visi misi presiden dongok kok diumbar,0.0,0.0,0.0,Yes
"@HensuAja @NasDem @Surya_Paloh Klo sdh di barisan kadrun, mereka auto goblok ya",1,paloh klo sdh di barisan kadrun mereka auto goblok ya,0.0,0.0,0.0,Yes
@abu_waras @NasDem Jd kadrun jgn terlalu goblok...jgn cm hpnya yg pinter...udh goblok mudah dihasut gobloknya gak surut surut,0,waras jd kadrun jgn terlalu goblok jgn cm hpnya yg pinter udh goblok mudah dihasut gobloknya gak surut surut,0.0,0.0,0.0,Yes
@7609e27c8cc543d @MichelAdam7__ Otak kadrun sungsang karena kadrun munafikuun https://t.co/XC9st83oyC,0,otak kadrun sungsang karena kadrun munafikuun,0.0,0.0,0.0,Yes
@joko_maryadi ?? rob itu siklus.. btw mana tau kadrun hal spt itu.. emang disini arab?,1,maryadi rob itu siklus btw mana tau kadrun hal spt itu emang disini arab,0.217,0.0,-0.5574,Yes
"Ada nama baru KADRUN alias KoAlisi Delapan tRiliUN 
?? https://t.co/c1zWAJ2tq9",2,ada nama baru kadrun alias koalisi delapan triliun,0.0,0.0,0.0,Yes
@Maudy_Kadrun Nickname mba maudy apa mba?,0,kadrun nickname mba maudy apa mba,0.0,0.0,0.0,Yes
"@Heru1010Heru @Mdy_Asmara1701 islamphobia?? Kadrunphobia kleeee.... ?????? klo kadrunphobia gw percaya..... kadrun ngakunya doang islam klakuan mah iblis, bgni amat idup lu?! #LoL wakakakakakak ???????? https://t.co/AoyBEJMkku",0,asmara islamphobia kadrunphobia kleeee klo kadrunphobia gw percaya kadrun ngakunya doang islam klakuan mah iblis bgni amat idup lu lol wakakakakakak,0.0,0.0,0.4215,Yes
@EdiArif96983478 @PDI_Perjuangan @NasDem @AdianNapitupul1 @ruhutsitompul @adearmando61 @Dennysiregar7 @ch_chotimah2 @FirzaHusainID @newIding30 @OmpungGuru @A_J_Christ @Bram_AbuBakar @Lembayung071 @Yani03495310 COCOK... #BubarkanNasdem  #BubarkanNasdem,0,perjuangan chotimah j christ abubakar cocok bubarkannasdem bubarkannasdem,0.0,0.0,0.0,Yes
@Maudy_Kadrun @ngabkinanea Nickname nya mba maudy apa,0,kadrun nickname nya mba maudy apa,0.0,0.0,0.0,Yes
Any problem? https://t.co/ZxuT6GjUpm,10,any problem,0.73,0.0,-0.4019,Yes
"@MoTeeTee @PresedentBuzzer @tempodotco Malaysia kadrun
??????????????",0,malaysia kadrun,0.0,0.0,0.0,Yes
"Ormas anti Pancasila dibubarkan, mreka mrah. Penyebar hoax ditangkap, mereka marah. Penyebar fitnah ditangkap, mreka mrah. Penganiaya anak ditangkap, mreka marah. Maling uang umat ditangkap, mreka mrah. Koruptor ditangkap, mereka jg marah. Kadrun ini manusia iblis",0,ormas anti pancasila dibubarkan mreka mrah penyebar hoax ditangkap mereka marah penyebar fitnah ditangkap mreka mrah penganiaya anak ditangkap mreka marah maling uang umat ditangkap mreka mrah koruptor ditangkap mereka jg marah kadrun ini manusia iblis,0.115,0.0,-0.5267,Yes
"@mustafaagus007 @tempodotco Udah pada NGECAPRAK.
NGATAIN MALAYSIA KADRUN
??????????????",0,udah pada ngecaprak ngatain malaysia kadrun,0.0,0.0,0.0,Yes
@ganjarpranowo kadrun sangat tidak senang melihat ini ??,0,kadrun sangat tidak senang melihat ini,0.0,0.0,0.0,Yes
"@keirajauw @tempodotco Nah kan.. KADRUN JUGA MALAYSIA
????????????????",0,nah kan kadrun juga malaysia,0.259,0.0,-0.1027,Yes
@OtakUdangku @ganjarpranowo wkwkkwkw kadrun panasssss,0,wkwkkwkw kadrun panasssss,0.0,0.0,0.0,Yes
@incognito_grey @ganjarpranowo giniý kalo kebanyakan makan berlemak. kodran kadrun. radikal radikul. gimana mo bersatu kalo pendukung pak ganjar kayak gini.,0,grey gini kalo kebanyakan makan berlemak kodran kadrun radikal radikul gimana mo bersatu kalo pendukung pak ganjar kayak gini,0.0,0.0,0.0516,Yes
@SatriadiAdi17 @ganjarpranowo wkwkkww kadrun berandai2,0,wkwkkww kadrun berandai,0.0,0.0,0.0,Yes
"@Pieter_Sun01 @VeelaaRhie @ST_Burhanuddin @KejaksaanRI Siiiaap..?? sesuai perintah, kang ??",0,sun burhanuddin siiiaap sesuai perintah kang,0.0,0.0,0.0,Yes
"@ganjarpranowo @akhmadmuhyidin2 wkwkkw ayo pak, bikin kadrun kejang2",0,wkwkkw ayo pak bikin kadrun kejang,0.0,0.0,0.0,Yes
@akhmadmuhyidin2 @ganjarpranowo kadrun panasssss wkwkwkw,0,kadrun panasssss wkwkwkw,0.0,0.0,0.0,Yes
"@BugBunny1076 wkwkwkw ustad andalan kadrun tuh sugik nur, ye kan kadrun betina @jagokan57083101 ??",0,wkwkwkw ustad andalan kadrun tuh sugik nur ye kan kadrun betina,0.0,0.0,0.0,Yes
"@logikapolitikid @ridwankamil @aniesbaswedan Kadrun mmg racun,byk grup yg diisi dg postingan2 sampah",0,kadrun mmg racun byk grup yg diisi dg postingan sampah,0.0,0.0,0.0,Yes
@AnakLolina2 @DivHumas_Polri apa lagi kadrun ndrun2 awet uunnya,0,polri apa lagi kadrun ndrun awet uunnya,0.0,0.0,0.0,Yes
"@KangManto123 #BubarkanNasdem 
#BubarkanNasdem",0,bubarkannasdem bubarkannasdem,0.0,0.0,0.0,Yes
"@awantimur1 @msaid_didu Bego. Plate itu sekjen NasDem. Petugas partai. Anak buahnya bang Paloh.

Plate diutus bang Paloh buat ngisi kursi menteri Kominfo di kabinetnya pak Jokowi. Ini konsekuensi koalisi.

Ternyata kadrun otaknya nggak nyampe ya.",0,didu bego plate itu sekjen nasdem petugas partai anak buahnya bang paloh plate diutus bang paloh buat ngisi kursi menteri kominfo di kabinetnya pak jokowi ini konsekuensi koalisi ternyata kadrun otaknya nggak nyampe ya,0.0,0.0,0.0,Yes
"@antokvc77 @saifulmujani @saiful_mujani @saidiman @muchlis_ar Betul mas, tp kubu kadrun bukan nya mengambil hati malah menghina warga jateng miskin kok, itu yg bikin gemes dan rakyat hilang respect nya",0,mujani ar betul mas tp kubu kadrun bukan nya mengambil hati malah menghina warga jateng miskin kok itu yg bikin gemes dan rakyat hilang respect nya,0.0,0.0,0.4767,Yes
@Maudy_Kadrun Gassss,1,kadrun gassss,0.0,0.0,0.0,Yes
@OligarkiBangs4t @ganjarpranowo kadrun panassss wkwkkw,0,kadrun panassss wkwkkw,0.0,0.0,0.0,Yes
@ojek_ngalong @ganjarpranowo wkwkwk kadrun panasssss,0,ngalong wkwkwk kadrun panasssss,0.0,0.0,0.0,Yes
youtube.com/shorts/kk_mb3r?,0,youtube com shorts kk mbr,0.0,0.0,0.3612,Yes
@yaniarsim @PdiperjuanganP @KPK_RI MAS @budimandjatmiko  Si KADRUN GAK BISA BEDAKAN NIH PROYEK SWASTA SAMA PROYEK NASIONAL PEMERINTAH,1,ri mas si kadrun gak bisa bedakan nih proyek swasta sama proyek nasional pemerintah,0.0,0.0,0.0,Yes
@P3n99u94t Rakyat kadrun,0,rakyat kadrun,0.0,0.0,0.0,Yes
"@widarto63285827 @tatakujiyati @bachrum_achmadi @ajengcute16__ @AndiSinulingga @NgkongRoses @_RiuRizkiUtomo @ArnandoFernando @DoankWarto @Abingsanca @AnakTangsiAD @K7_m0en Hidup dah numpang, mau jadi penguasa gratis. Bani kadrun dongok.",0,achmadi riurizkiutomo men hidup dah numpang mau jadi penguasa gratis bani kadrun dongok,0.0,0.0,0.0516,Yes
@Adi_8002 Manusia naif ni si SP elu pikir maling korup 8T bise ngaku kek elu ngajar anak TK hadeuh manusia macam apa kau ini SP mentang2 punya tv punya segalanya kau bisa ngomong se enak jidat kau saja klu kadrun and Nasdrun boleh lah kau tepuuu macam ini,1,manusia naif ni si sp elu pikir maling korup t bise ngaku kek elu ngajar anak tk hadeuh manusia macam apa kau ini sp mentang punya tv punya segalanya kau bisa ngomong se enak jidat kau saja klu kadrun and nasdrun boleh lah kau tepuuu macam ini fuck of nasdrun,0.068,0.0,-0.5423,Yes
"@HelmiFelis_ Indonesia lg melesat maju, yg makin mundur kan kadrun goblok ky lo mi ??

Kalo yg namanya terpuruk tuh kayak tanah aer moyang lo n wan jemboet  ini mi 

?????????????????????????? https://t.co/rEPlHF0YyQ",0,indonesia lg melesat maju yg makin mundur kan kadrun goblok ky lo mi kalo yg namanya terpuruk tuh kayak tanah aer moyang lo n wan jemboet ini mi,0.0,0.0,0.0,Yes
"@rahmaniarbaftim ??????????
PKI : Pasukan Kadrun ...",0,pki pasukan kadrun,0.0,0.0,0.0,Yes
@Maudy_Kadrun Coba pake mata batin kak maudy??,0,kadrun coba pake mata batin kak maudy,0.0,0.0,0.0,Yes
@StefanAntonio__ Audit juga sewa jet pribadi dan hadiah doorprice di bima,0,audit juga sewa jet pribadi dan hadiah doorprice di bima,0.0,0.0,0.0,Yes
"@msaid_didu @ReflyHZ Ya iya lah orng kadrun semua yg milih, wkwk",0,didu ya iya lah orng kadrun semua yg milih wkwk,0.0,0.0,0.0,Yes
"@datuakrajoangek Ya silahkan aja bocorkan, dari jaman capres Prabowo juga bilang bocar bocor faktanya Mentrinya Korupsi juga.. Kadrun Pekok..",0,ya silahkan aja bocorkan dari jaman capres prabowo juga bilang bocar bocor faktanya mentrinya korupsi juga kadrun pekok,0.0,0.0,0.0,Yes
@KangManto123 Aku kok ga liat apa2 sih.. Gelaaap,0,aku kok ga liat apa sih gelaaap,0.0,0.0,0.0,Yes
@vi_triasari ????,0,triasari,0.0,0.0,0.0,Yes
"@Relawananies Kata siapa..?, Kadrun..?...nggedabruzzz!!!!??????",2,kata siapa kadrun nggedabruzzz,0.0,0.0,0.0,Yes
Hadehh..makin hari makin parah aja ya kadrun..990 santri? Tapi yg bgini @MUIPusat mingkem aja pura2 budek buta gak mau tau..malah ngurusin coldplay,0,hadehh makin hari makin parah aja ya kadrun santri tapi yg bgini mingkem aja pura budek buta gak mau tau malah ngurusin coldplay,0.0,0.0,0.0,Yes
@Maudy_Kadrun Mau dong,1,kadrun mau dong,0.0,0.0,0.0,Yes
"@AndiSinulingga @erickthohir Duh org ini lagi.. udah tidur lah pak... Anda gak perlu bicara banyak..makin banyak anda bicara,semakin byk pula salahnya",0,duh org ini lagi udah tidur lah pak anda gak perlu bicara banyak makin banyak anda bicara semakin byk pula salahnya,0.0,0.0,0.0,Yes
@geloraco Kadrun Buduk sekarang jadi tempat berlindung Nasdem dan kalian dimanfaatkan untuk melindungi Sekjen Nasdem yg merampok uang Negara 8 Triliun..,0,kadrun buduk sekarang jadi tempat berlindung nasdem dan kalian dimanfaatkan untuk melindungi sekjen nasdem yg merampok uang negara triliun,0.0,0.0,0.0,Yes
"@_Goentoer_ Kalo sama ini? Mana yg lbh NGIBULNYA?????

twitter.com/cutsarina5/sta?",2,goentoer kalo sama ini mana yg lbh ngibulnya twitter com cutsarina sta,0.0,0.0,0.0,Yes
@firman__nurhuda @agama_nusantara Hrusnya kita itu MALU bukan malah ngatain kadrun..,0,nurhuda nusantara hrusnya kita itu malu bukan malah ngatain kadrun,0.0,0.0,0.0,Yes
@PambudiTri @Iwan70703644 @Dennysiregar7 Lebih gentle dibela..drpd disembunyiin??,0,lebih gentle dibela drpd disembunyiin,0.0,0.0,0.4404,Yes
"@YusraMahendra09 @Tan_Mar3M Kadrun penyembah kotak kubus item memang paling pandai cocoklogi alias ngeles, sing penting cocok. Dasar kadrun penyembah kotak kubus item!",0,marm kadrun penyembah kotak kubus item memang paling pandai cocoklogi alias ngeles sing penting cocok dasar kadrun penyembah kotak kubus item,0.0,0.0,0.0,Yes
"@yaniarsim @MUIPusat untuk menangkal kadrun busuk sepertimu 
yang merasa paling beragama",0,untuk menangkal kadrun busuk sepertimu yang merasa paling beragama,0.0,0.0,0.0,Yes
@Obay_Kusut1981 Jelas maling msh mau ngelak? kadrun emang idiot,0,kusut jelas maling msh mau ngelak kadrun emang idiot,0.292,0.0,-0.5106,Yes
"@Obay_Kusut1981 Begitulah kadrun.. tiap ada pemberitaan hanya dibaca judulnya doang.. dan diartikan sendiri sesuai dgn isi otaknya.. padahal sdh jelas pak Mahfud bilang,klo sdh cukup ada dua bukti kuat maka jgn ditunda status tersangkanya ..dibaca ulang d",0,kusut begitulah kadrun tiap ada pemberitaan hanya dibaca judulnya doang dan diartikan sendiri sesuai dgn isi otaknya padahal sdh jelas pak mahfud bilang klo sdh cukup ada dua bukti kuat maka jgn ditunda status tersangkanya dibaca ulang dlu drun,0.0,0.0,0.0,Yes
"@JoeWongJaVa @PDI_Perjuangan udahlah mas isu lama dinaikin terus wkwk se panik itu kah, btw itu video udah burik coba nonton di channelnya om dedy yang full. biar ga kegiring opini bodoh wkwk kadrun kadrun",1,perjuangan udahlah mas isu lama dinaikin terus wkwk se panik itu kah btw itu video udah burik coba nonton di channelnya om dedy yang full biar ga kegiring opini bodoh wkwk kadrun kadrun,0.0,0.0,0.0,Yes
"@wah121519_wahyu buzeer anies, kalao g hti, fpi, kadrun ya bandit",0,wahyu buzeer anies kalao g hti fpi kadrun ya bandit,0.0,0.0,0.0,Yes
@Narasi_winda Dukung kadrun gabung taliban ??,0,winda dukung kadrun gabung taliban,0.0,0.0,0.0,Yes
Calon presiden yg digadang gadang bakal perubahan menurut kadrun https://t.co/1KyyO632yW,0,calon presiden yg digadang gadang bakal perubahan menurut kadrun,0.0,0.0,0.0,Yes
Asliikk kenpa otak mereka 1500taun mundur.Kadrun cocok gabung sama taliban??,0,asliikk kenpa otak mereka taun mundur kadrun cocok gabung sama taliban,0.0,0.0,0.0,Yes
"@HidayatNatari Nyata dan jelas kalo kadrun itu dongok 
?? ??",0,nyata dan jelas kalo kadrun itu dongok,0.0,0.0,0.0,Yes
@kevhunt_13 @firman__nurhuda @agama_nusantara Klo ad nasehat didengarkan jgn ky orng bego malah ngatain kadrun.. Mana ada agama islam ngajarin selama batas wajar gpp.. Bahkan pandanganpun hrus nunduk kebawah.. gk ad yg melarang orang2 mau pacaran tpi sbne,0,nurhuda nusantara klo ad nasehat didengarkan jgn ky orng bego malah ngatain kadrun mana ada agama islam ngajarin selama batas wajar gpp bahkan pandanganpun hrus nunduk kebawah gk ad yg melarang orang mau pacaran tpi sbnernya di agama islam itu gk boleh,0.0,0.0,0.0,Yes
Mendadak jadi Kadrun...??,1,mendadak jadi kadrun,0.0,0.0,0.0,Yes
Idola kadrun,0,idola kadrun,0.0,0.0,0.0,Yes
@bluemoon_way @TaufikDamas Ga ada hubunganya drun.. Kadrun,1,way ga ada hubunganya drun kadrun,0.0,0.0,0.0,Yes
@Aryprasetyo85 Apapun bidang profesi nya.. jika sudah terkontaminasi n terkontolisasi  Ama KADRUN.. pasti auto GOBLOK TOLOL n DUNGU ???????? https://t.co/RSDAwwyG8P,0,apapun bidang profesi nya jika sudah terkontaminasi n terkontolisasi ama kadrun pasti auto goblok tolol n dungu,0.0,0.0,0.0,Yes
"@UbedilahB Ubaidilah kadrun bela nasdem..?  
Katanya anti korupsi ada yg tersandung korupsi eh di belain mati matian ???????? https://t.co/DOy4quxckN",1,ubaidilah kadrun bela nasdem katanya anti korupsi ada yg tersandung korupsi eh di belain mati matian,0.133,0.0,-0.3182,Yes
"@kevhunt_13 @firman__nurhuda @agama_nusantara Km hrus menggaris bawahi.. mereka cuma ngaku2 muslim, kaum bar2 sok suci.. muslim sejati gk menganggap kadrun adlh bagian dari agamanya.. Klo ad yg ngomong agama jgn asal ngecap kadrun..",0,nurhuda nusantara km hrus menggaris bawahi mereka cuma ngaku muslim kaum bar sok suci muslim sejati gk menganggap kadrun adlh bagian dari agamanya klo ad yg ngomong agama jgn asal ngecap kadrun,0.0,0.0,0.3182,Yes
"@geloraco Halaah habib kadrun si Rijik aja DEDENGKOT CABUL, malah sempat KABUURR lari terCIRIT-CIRIT sampe BERAK-BERAK di jubah minggat selama 4 tahun ngumpetin FELERnya di gurun gegara ngenTHOD memex Firza ??",2,halaah habib kadrun si rijik aja dedengkot cabul malah sempat kabuurr lari tercirit cirit sampe berak berak di jubah minggat selama tahun ngumpetin felernya di gurun gegara ngenthod memex firza,0.0,0.0,0.0,Yes
@Ki_Cebong @KakekHalal Kalau memerintah minta sokong donasi paling depan sana minta donasi pada Si Capres kadrun yg banyak uangnya dari para donasi para Bandar Bohir politik Kongkolemeret hitam korup biar Rakyatnya mendukung Capresnya si Engkong Abas biar,0,cebong kalau memerintah minta sokong donasi paling depan sana minta donasi pada si capres kadrun yg banyak uangnya dari para donasi para bandar bohir politik kongkolemeret hitam korup biar rakyatnya mendukung capresnya si engkong abas biar semangat,0.0,0.0,0.0,Yes
Malu langsung blokir ini kadrun https://t.co/TlJNdugJNj,2,malu langsung blokir ini kadrun,0.0,0.0,0.0,Yes
@Arolumb1102 Begitulah kadrun tukang bo ong,0,begitulah kadrun tukang bo ong,0.0,0.0,0.0,Yes
