id,text kotor,Sentiment
404,"@mediocrickey @vincentrcrd Lu ga pernah nonton yutub ya, bang? Kok ga tau Vincent? Vincent mah sahabat Desta, acaranya aja sampe dinamain Vindes (Vincent Desta) ga mungkin kan Vindes (Vincent Deni siregar)?",No
405,"@bacodpublic @mediocrickey Soalnya gofar sendiri. Kalo desta ada tameng yg sgt kuat yaitu Vincent. Percaya deh kalo ga ada Vincent, Desta bukan siapa-siapa.",No
406,Peaknya Vincent-Desta itu ya Tonight Show studio lama :),No
407,"@mediocrickey bonsernews.com/showbiz/479882… 

Aku mah mendoakan yg terbaik aja buat mereka dan mengenang momen-momen ini aja. Sebagai fans Tonight Show saya berterima kasih Vincent Desta udh bikin senyum. Caca jg makasih udh bikin hidup Desta lumayan terarah. :((",No
408,"Re-Tweet KERAS !!!
Tags :
BREAKING NEWS Pak Hary Tanoe Soedibjo FULL BOOKED Johnny G Plate Kemenkeu Natasha Rizki Vincent Desta Biaya Admin Botuna Desta Putri KW Caca JenKai
#SudirmanCup2023",No
409,Tag chris martin vincent desta natasha rizki caca botuna garuda muda hah beneran dapet breaking news fast x morgan cat 4 cat 5 biaya admin PA 212 32 tahun dino pink hair my my brand power jin coldplay argentina indonesia,No
410,"mimpi semobil sama Vincent Desta, trus Desta nyeritain alesan kenapa gugat cerai caca wkwkw",No
411,"Berkat Ganjar, Penghargaan Pembangunan Daerah (PPD) kembali diraih Provinsi Jawa Tengah di tahun ini.

#Vincent #Desta #Botuna #Cat8 https://t.co/FxmxFbHJan",No
412,chris martin vincent desta natasha rizki botuna garuda muda hah beneran dapet breaking news fast x morgan cat 4 cat 5 caca biaya admin 32 tahun dino pink hair my my brand power jin coldplay argentina indonesia,No
413,"Jennie Taehyung dating Taennie
Vincent desta natasha rizky botuna dapet caca morgan kaget komang chris Martin biaya admin 32 tahun   cat 3 212 fast x dino pink hair garuda muda breaking news argentina kaget Coldplay Indonesia",No
414,"@moodbosvter @sosmedkeras Enzy udah punya pacar. Kalau lu penggemar Tonight Show pasti tahu kalau Vincent, Desta sering mancing² Enzy buat spill pacarnya yang di Amerika",No
415,"#vincent desta cerai natasha rizki atau natasha rizki cerai desta??..
Botuna(bocah tua nakal) https://t.co/EfAd3krQuv",No
416,"Terimakasih kejaksaan telah menyelamatkan uang rakyat dari pencurian Johnny G Plate

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta https://t.co/8GfeZ50ZJs",No
417,"Komitmen pemerintah berantas korupsi tidak ada tooleransi

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta https://t.co/jYD9Wyhgxe",No
418,"Fakta dan bukti berbicara tidak ada kriminalisasi dalam kasus Johnny G plate

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta https://t.co/EheTH8LoBX",No
419,Padahal lagi sering seringnya nonton vincent desta 🥲,No
420,"Semua kekeselan ini bermula dari bercanda Spontan Uhuy malah disautin ""Jokes Vincent Desta"" https://t.co/MDxILOBMTS",No
421,"Duuuhhh ga sabar nonton aksi Om Tom Cruise... Mission Impossible.
Vincent Desta Morgan https://t.co/RovNCzPIxo",No
422,Botuna 32 Tahun Kaget Biaya Admin Morgan Natasha Rizki Dapet marselino Fast X BREAKING NEWS PA 212 DINO PINK HAIR Jongkok Garuda Muda Cat 4 Real Madrid Cat 8 ZHANG HAI 1ST LOOK Cat 5 BRAND POWER JIN Vincent Desta Refresh #jeketiselcaday Manchester City,No
423,"Re-Tweet KERAS !!!
Tags :
BREAKING NEWS Pak Hary Tanoe Soedibjo FULL BOOKED Johnny G Plate Kemenkeu Natasha Rizki Vincent Desta Biaya Admin
#TabletRasaLaptop
#SEAGames2023",No
424,"Pliss gue gabisa kalau udh maslaah nya tentang kluarga tonight show gini ni (vincent,desta, hesti, enzy)",No
425,#Vincent #desta Bajingan..... https://t.co/CKaLgtg5ru,No
426,"Johnny G Plate tertangkap, akankah Surya paloh menepati janjinya membubarkan NasDem?!!

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta https://t.co/yZpCxLzmRQ",No
427,"youtu.be/2sLdEOvmSQo

Vincent  Desta  Garuda Muda Fast X https://t.co/YHCEcmgv2Y",No
428,"youtu.be/UK_ov8F_XdM

PA 212 
Fast X
Garuda Muda 
Vincent 
Desta https://t.co/49kGnGBhwc",No
429,"Genjot Indeks Persepsi Korupsi, Pemerintah Tancap Gas Bersih-bersih Kementerian-Lembaga
akurat.co/genjot-indeks-…

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta",No
430,"Vincent desta natasha rizki dapet botuna morgan cat 8 kaget biaya admin fast x garuda muda pa 212 breaking news cat 4 cat 3 hogwarts kemenkeu christ martin akane sehun jongkok 

twitter.com/dumdummentai/s…",No
431,"Genjot Indeks Persepsi Korupsi, Pemerintah Tancap Gas Bersih-bersih Kementerian
kumparan.com/kumparannews/g…

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta",No
432,"Plate Ditahan, Pemerintah Genjot Indeks Persepsi Korupsi dengan Bersih-bersih Kementerian Lembaga
wartakota.tribunnews.com/2023/05/17/pla…

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta",No
433,"@kitthns @txtdrimedia Yg bucin mah Vincent, desta biasa aja sih",No
434,"Vincent, Desta &amp; Natasha Rizki trending di Twitter... Tp ""nyampah"" komennya di IG mereka 😪",No
435,"AQEELA DAILY - Kebun Binatang Mini Bogor youtu.be/ogoSUqY-jqU via @YouTube 

Vincent desta natasha rizky botuna dapet caca morgan kaget komang chris Martin biaya admin 32 tahun cat 8 cat 6 cat 4 cat 3 pa 212 fast x dino pink hair garuda muda hah beneran Coldplay Indonesia",No
436,Vincent desta natasha rizky caca morgan bisma rafael smash komang biaya admin 32 tahun cat 5 cat 6 cat 4 cat 3 pa 212 fast X dino pink hair garuda muda Indonesia Coldplay Chris Martin botuna dapet kaget marselino BRAND POWER JIN,No
437,"Resmikan Rumah Pembauran Kebangsaan Pertama Di Indonesia, Ganjar: Karena Kita Bersaudara

Vincent Desta Natasha Rizki Fast X Botuna Manchester City 32 Tahun Morgan Biaya Admin CAT 6 Garuda Muda Kaget Dapet PA 212 Real Madrid CAT 8 BREAKING NEWS CAT 3 https://t.co/lV21ayrlZ6",No
438,"Vincent Desta Breaking news 
Beli di Bukalapak lebih praktis dan aman 👍
bukalapak.com/p/rumah-tangga…",No
439,"Pak Ganjar Terbaik Untuk Indonesia.. Rakyat Siap Mendukung

Vincent Desta Natasha Rizki Fast X Botuna Manchester City 32 Tahun Morgan Biaya Admin CAT 6 Garuda Muda Kaget Dapet PA 212 Real Madrid CAT 8 BREAKING NEWS CAT 3 https://t.co/M2M5bygYU9",No
440,"Vincent Desta Natasha Rizki cat 8 botuna mabuk capt Morgan dg gaya doggy, ada yg bisa memuaskan hasrat..? #vcs
#anakuniqlo https://t.co/WLbKNchePG",No
441,t. vincent desta natasha rizki botuna cat 6 dapet 32 tahun fast x cat 8 cat 3 morgan garuda muda kaget pa 212 biaya admin seungkwan dino pink hair  cat 4 cat 5 komang niki wts wts wasit timnas headsets alhamdulillah ya allah kejagung run to you dapet lee jeno thank you,No
442,"Temukan KADONIO Kipas Angin Mini Portable USB Cas Karakter Dapat Digunakan Sebagai Dudukan Ponsel KL-FN20 dengan potongan 80%! Hanya Rp15.900  shope.ee/8A0nnyBsq8?sha… #ShopeeID
Morgan Vincent Desta ""FULL BOOKED"" Botuna https://t.co/juk1y8vqYF",No
443,"Vincent desta morgan natasha botuna
Piknik aja drpada stres dan berakhir cerai
Magelang-jogja ready manut selalu 🚀🚖 https://t.co/Gk7W9PrU0J",No
444,"chris martin vincent desta natasha rizki botuna garuda muda hah beneran kaget dapet breaking news fast x morgan morgan cat 5 caca biaya admin 32 tahun dino pink hair my my brand power jin coldplay argentina indonesia garuda muda

shope.ee/4pkKDzmVal
https://t.co/tN5sbdAV0P",No
445,"Alhamdulillah ya Allah, punya uang segini di depositokan, tiap bulan labanya berapaan ya ? 😊💪

🏷️Natasha Rizki, Vincent, Desta, Caca, Botuna, Morgan, 32 Tahun, Garuda Muda, Fast X, PA 212 https://t.co/q0D1L50KF2",No
446,32 tahun Vincent Desta Niki Komang Caca Dapet Sananta open vcs bertarif udah ready yah https://t.co/UFXg9Yl8ed,No
447,Buka trending vincent desta yg keluar malah cwe2 ga punya baju🙏,No
448,"chris martin vincent desta natasha rizki botuna garuda muda hah beneran dapet breaking news fast x morgan cat 4 cat 5 caca biaya admin 32 tahun dino pink hair my my brand power jin coldplay argentina indonesia

Hp Nokia 2720 flip shope.ee/6pVQCOnylu?sha… https://t.co/1H8We5BQhd",No
449,"Jangan lupa makan guys 

________
Tag chris martin vincent desta natasha rizki caca botuna garuda muda hah beneran dapet breaking news fast x morgan cat 4 cat 5 biaya admin PA 212 32 tahun dino pink hair my my brand power jin coldplay argentina indonesia https://t.co/dZdYXB0seL",No
450,"chris martin vincent desta natasha rizki caca botuna garuda muda hah beneran dapet breaking news fast x morgan cat 4 cat 5 biaya admin PA 212 32 tahun dino pink hair my my brand power jin coldplay argentina indonesia

🫧 shope.ee/9p8n36cHi7?sha… https://t.co/cJUgmpaBgq",No
451,"Katanya sih ini tempat galaunya warga Pekanbaru. Udah pernah sampe sini ndak? 😍

🎥: vt rudi.saputraa
📍: Gema, Kampar

#kabarpekanbaru #wisatariau #kampar #riau

Nature Sound - Mood Booster

🏷️Natasha Rizki, Vincent, Desta, Caca, Botuna, Morgan, 32 Tahun, Garuda Muda, Fast X, PA 212",No
452,"Vincent Desta Botuna Kaget liat Komang Dapet Caca,  yg mau order vcs cek whatsapp dibio ya #VCS https://t.co/6iz9GV8J6a",No
453,"yang jual diri bisa minggir dulu ga sih gue mau tau kenapa vincent, desta, morgan trending",No
454,chris martin vincent desta natasha rizki botuna garuda muda hah beneran dapet breaking news fast x morgan cat 4 cat 5 caca biaya admin 32 tahun dino pink hair my my brand power jin coldplay argentina indonesia #racunshopee #racunshopeecheck #shopeehaul,No
455,"chris martin vincent desta natasha rizki botuna garuda muda hah beneran dapet breaking news fast x morgan cat 4 cat 5 caca biaya admin 32 tahun dino pink hair my my brand power jin coldplay argentina indonesia

Helm hijab
shope.ee/7KRbgIbRTN?sha… https://t.co/ig91nfDPWa",No
456,"Terimakasih Garuda Muda #SEAGames2023 ga kaget atas hasil yang diperoleh, melihat mental Juara timnas Indonesia. (32 tahun)

Tags :
Kaget sama berita desta, semoga selalu baik-baik. Dari kecil suka banget liat vincent desta di mtv bujang.

#AirlanggaHartarto 
#golkarindonesia https://t.co/56IQMcBXEB",No
457,"Capres Idaman Yang Membela Rakyat❗
Ini tanggapan Jokowi dari beberapa Capres Yang Maju🇮🇩

Vincent Desta Natasha Rizki BREAKING NEWS Botuna Garuda Muda Fast X Caca PA 212 Biaya Admin Manchester City https://t.co/k5WHenMlNZ",No
458,"irawan.me/menu-rice-bowl…
Menu rice bowl kekinian anti galau, sosok untuk buka usaha.

Vincent Desta Botuna Biaya Admin Caca CAT 8 Natasha Rizki Morgan Dapet CAT 3 #bisnis #bisnisupdate #makanan",No
459,"Perasaan kemarin waktu live di vindes bareng crew club80s Vincent Desta seperti biasanya tu, kok tiba-tiba gini ya, gak nangka",No
460,"Vincent Desta natasha rizki cat 8 botuna Morgan Caca cat 5 Garuda muda biaya admin cat 8 fast x Zhang hao my my Dino pink hair kaget brand power jin dapet cat 3 seungkwan kaget dapet breaking news 32 tahun Komang pa 212 run to you cat 4

Mobil remote 
shope.ee/A9l6UIEPi4?sha… https://t.co/tA1wBaybuc",No
461,Siap poto konser vincent desta https://t.co/QPTLkqSz5h,No
462,"Desta menggugat cerai sang istri, Natasha Rizki. Gugatan diajukan ke Pengadilan Agama Jakarta Selatan pada 11 Mei 2023. 

🏷️Natasha Rizki, Vincent, Desta, Caca, Botuna, Morgan,",No
463,"Lembaga survei Charta Politika Indonesia mengungkapkan Ganjar Pranowo dinilai sebagai tokoh yang paling layak untuk meneruskan kerja Joko Widodo (Jokowi).

#Vincent
#desta 
#Botuna 
#NatshaRIzki https://t.co/7FTeAAOdHC",No
464,"Natasha Rizki, Vincent , Desta ,Botuna , Kemenkeu
-
-
- An Offer https://t.co/CLBSOoZOPe",No
465,"Budaya Indonesia
Maju terus dan pertahankan Budaya Kita
Kita Indonesia🇮🇩

Vincent Desta Natasha Rizki BREAKING NEWS Botuna Garuda Muda Fast X Caca PA 212 Biaya Admin Manchester City https://t.co/0uC2ifw7y3",No
466,"Banyak Kalangan menaruh harapan Untuk Ganjar❗
Itu untuk Indonesia Kedepan, Ganjar Menang 🇮🇩

Vincent Desta Natasha Rizki BREAKING NEWS Botuna Garuda Muda Fast X Caca PA 212 Biaya Admin Manchester City https://t.co/fRnoYNMLOJ",No
467,"Sebagai fans Vincent Desta juga subscriber Vindes serta penonton setia Tonight Show, sedih anjir baca ini. 

Tonight Show bisa bisa beneran bungkus. 😔 Mana Enzy mau stay di Eropa, eh Desta cerai dan pastinya berdampak ke performa rating TNS. 

Mana kemaren KPI negur NET pula. 😢",No
468,"BREAKING NEWS
NasDem panik! Johnny G Plate kader NasDem ditetapkan sebagai tersangka kasus korupsi oleh Kejagung! NasDem makin nyungsep! xixi #NasDemPanik #viral #fyp #fypシ 
Vincent
Desta
Natasha Rizki
Garuda Muda
Caca https://t.co/tGqzjY56sP",No
469,"Sejauh Mana Bagusnya Hilirisasi di Indonesia⁉️
Bicara itu dari Jokowi dan Ganjar🇮🇩

Vincent Desta Natasha Rizki BREAKING NEWS Botuna Garuda Muda Fast X Caca PA 212 Biaya Admin Manchester City https://t.co/hkg9w7tyhx",No
470,BREAKING NEWS Vincent Desta Morgan https://t.co/2IO0x6EbUC,No
471,"Bukan masalah gimana caca desta dan vincent. 
.
Desta tajir. 
Caca cantik. 
Vincent punya keluarga sendiri.  Mereka bakalan mudah menjalani hidup. 
.
Tapi inget ada trio strong. Yg jadi korban ke egoisan kalian selaku orang tua. Yg samai kapanpun gak akan bisa terima nasib mereka",No
472,"Anies wong sekewet..!! Macam kapot dak ado otaknyo, wong sampah idak galak dipilih yo.

Vincent Desta Natasha Rizki BREAKING NEWS Botuna Caca Biaya Admin https://t.co/T02Kn33OaI",No
473,"#vincent desta cerai natasha rizki atau natasha rizki cerai desta??..
Botuna(bocah tua nakal) https://t.co/AcloqkeEBo",No
474,"Inspirasi outfit buat nongkrong🔥

🔽 A Thread 🔽 

TAG : Vincent, Desta, Botuna, Fast X, Garuda Muda https://t.co/CwXq0uszDO",No
475,"Bisa-bisa hancur negara kalau dipimpin Anies si Raja Ngibul..!! Sok-sok an mau jadi Presiden, urus Jakarta aja hancur amburaadul.

Vincent Desta Botuna BREAKING NEWS Natasha Rizki Fast X Biaya Admin https://t.co/uH4objTPFk",No
476,"Ini orang perusak demokrasi dan pembuat gaduh di negeri ini..!! Bawa politik identitas untuk menipu ummat, sungguh bejatnya sikapmu Anies..!!

Vincent Desta Natasha Rizki Botuna Fast X PA 212 https://t.co/BEViRqQXRI",No
477,"Bappenas RI memberikan penghargaan kepada Jateng sebagai Provinsi Terbaik Pertama dalam Penghargaan Pembangunan Daerah (PPD) 2023. #menangtotal

Vincent Desta BREAKING NEWS Garuda Muda Botuna Argentina Natasha Rizki https://t.co/k8UeJvXZs7",No
478,"Pengamat Politik IPI, menilai pernyataan Jokowi dalam Musra tentang sosok ideal untuk menjadi pemimpin Indonesia ke depan erat kaitannya dengan Ganjar. #menangtotal

Vincent Desta Natasha Rizki Botuna Garuda Muda PA 212 Argentina https://t.co/IYlXfVJcLi",No
479,"Desain kamar tidur minimalis by dekori

Tag : vincent, desta, breaking news, #rumah #kamartidur #desain rumah https://t.co/5MqNFOGoXL",No
480,"Gue ngefans ama Vincent desta, tapi beneran beritanya anjing ya lu desta nyia-nyiain cewe sesempurna natasha rizky",No
481,"gasuka ngurusin hidup nya para artis tpi klo udah anggota tonight show (vincent,desta,hesti,enzy) lain cerita",No
482,"cowo2 kyk vincent desta &amp; sirkel2nya itu sebenarnya ga cocok buat nikah, cocoknya jdi sigma male don ala2 the godfather aja",No
483,"Yang lain aja si, jangan vincent desta 😭",No
484,@ammosvor @tanyakanrl Kirain cuma gw yang beranda YT Shorts nya isinya potongan2 klip Vincent Desta di acara TV. Dan paling banyak potongan videonya si doi yg genit klo ada bintang tamu cewe wkwk makanya ga kaget,No
485,"Vincent &gt; Desta all the way sih. Semenjak tahu cerita spill doi soal kelakuannya di radio, udah gak ada respect sama dia.",No
486,@enyieForger @tanyakanrl Masih ada pak Vincent desta,No
487,"@kegblgnunfaedh Makaaannn 
Trus lihat podcast nya vincent desta",No
488,"@jenaarubyjane @tanyakanrl Surya Insomnia, Darto, Vincent, Desta, Omesh",No
489,@tanyakanrl vincent desta raditya dika arie kiting?,No
490,"itu orangnya mau gua jadi parto, andre, wendy, vincent, desta kayaknya gua mah bisa-bisa aja",No
491,"Heyhooooo

Kabar gembira buat para ladies area YK
Mas Tata @diktaaaaa kita bakal ada panggung di Jogja, besok 18 Mei 2023 di Asha Akasa
Ditemenin sama Vincent &amp; Desta

Buat yang pengen beli tiket, pantengin terus akun khh
Akan ada kejutan menarik

&gt;&gt;&gt;&gt;&gt; https://t.co/HNEyU65N2b",No
492,"Spesial didatangkan untuk membongkar cerita-cerita Vincent &amp; Desta terdahulu, bersama para Keker! Apatuh Keker? Kerabat Kerja Club80s!

Sudah tayang di Youtube Vindes. Klik youtu.be/2v9iCP0lcbY

#Vindes 
#VincentandDesta https://t.co/8rTf8TzLNK",No
493,CREW CLUB80S SAKSI MASA-MASA VINCENT DESTA DI CLUB80S! INDAH ATAU KELAM? Jadi gini cerita Vincent &amp; Desta waktu masih di Club80s?! #Vindes #VincentandDesta ... youtube.com/watch?v=2v9iCP…,No
494,"@iyaiyaajah @doubts23073095 @mediocrickey Krna vincent,desta sama pak andre gamau 🤣",No
495,"Gila kenapa cowo"" skrg ya si fandy ngikutin christian sugiono ,emang suami idaman ter the best sih pastinya vincent desta dan kurt cobain 😋😋😋😍😘😘",No
496,"Maybe unpopular(?):
Kombo sule-andre tuh lebih lucu andrenya, kombo vincent-desta lebih lucu vincentnya. Pendapat pribadi aja sih ini",No
497,ya bener sih. kirain vincent desta ... https://t.co/ElNoYge2UU,No
498,"@mediocrickey @RizkyDS_ Andre dulu pernah bilang pengen bikin duo ama susu dele seperti vincent desta,tp gak jd kata andre susu dele nggak mood an ,sdh nggak klik 🤣🤣🤣🤣🤣",No
499,@tanyakanrl aku aja kl nti nikah mo nanggap adelle kl mc mau vincent desta👍,No
500,"@seokmaithew au ah, gua ngestan vincent desta aja",No
501,@yuji4n kata gua kita ngebias vincent desta aja cha,No
502,Vincent Desta versi Korea,No
503,@JPFBASE Sugita ama nakamura yuichii itu literally vincent desta,No
504,Seoksoon vincent desta mengvalid sih,No
505,"Vincent &amp; Desta x  Efek Rumah Kaca ""Cinta Melulu"" Tiba-Tiba Suddenly Rek... youtu.be/zCYEGNkrtmc @YouTubeより 

みんなで歌おう cinta melulu
エフェク ルマ カカ 新譜が出ました",No
506,"I vote lyodra
Ivote bunda Corla
I vote boy William
I vote Vincent Desta
@imlyodra @desta80s https://t.co/y9YXwgBHjG",No
507,"Iqbaal Ramadhan Gugup Ditunjuk Jadi Host Program Baru Vincent Desta

tabloidbintang.com/berita/185434-…",No
508,Vindes Media Hadirkan Kolaborasi Lintas Generasi Fenomenal: Iqbaal Ramadhan dan Vincent - Desta dlvr.it/Snp6Ty,No
509,Iqbaal Ramadhan Digaet Vincent Desta Jadi Host Program Bertema 90-an dlvr.it/SnmRlh,No
510,"@ivannmakhsara Padahal Vincent Desta itu band-nya Clubeighties, bikin konten 90an, pemerannya anak yg lahir tahun 99..

Random...",No
511,Vindes Media Hadirkaan Kolaborasi Lintas Generasi Fenomenal: Iqbaal Ramadhan dan Vincent - Desta dlvr.it/SnlzpH,No
512,"@starfess ini cuma ada vincent desta sih tp belakang nya seventeen, nemu di tl fotonya😭🙏🏻 https://t.co/lMIZIqEulw",No
513,"@ArditErwandha Ehh ini bukannya yg di undang di channelnya vincent desta bukan sih, toi gw ga tau namanya 😭",No
514,Sule-Andre vs Vincent-Desta,No
515,"@zarryhendrik Hp iphone jatoh aja cuma disingkirin kepinggir jalan gada yg ngambil
Kemaren liat video vincent desta sama haruka",No
516,"@tanyarlfes Vincent, desta, enzy ??!!?!",No
517,Bener2 kayak vincent desta dah sumpah wkwkwkwk https://t.co/wUQjGAjs7D,No
518,@tanyarlfes vincent desta cardiB,No
519,vincent desta,No
520,@Puppymilkjake vincent desta 😵‍💫,No
521,"@pandji Yang pertama : duet Setyawan tiadatara dan kelik pelipurlara, dan duet Topan Lesus.
Yg lama gak nonton : Ya kelik dan Setyawan
Yg di tonton : Vincent desta Hesty Enzy, Pemain Lapor Pak",No
522,vincent desta https://t.co/KS3TCj0tLQ,No
523,@tanyarlfes Vincent desta,No
524,vincent &amp; desta https://t.co/a7JcMlCKIr,No
525,"PANTESAN YA SEKARANG GUE SUKA SEOKSOON, ORANG DULU GUE SUKA VINCENT DESTA 😭😭",No
526,ingpo gk penting karena sudah ditemukan vincent desta - seoksoon gw hrs cari pairing lain,No
527,TERUS ADUH SI VINCENT DESTA (seoksoon) KELEEWAtaaaNNN MNRT GWWWWW,No
528,"@pandji Kirun dan bagio
Sule
Vincent desta andre",No
529,@Ascendancre kata gw sih mending kita jadi vincent desta,No
530,"andre sule  ❌️
vincent desta ❌️
abdel temon ❌️
adul komeng ❌️
seok soon ✅️

https://t.co/4Tx7yTPqR6",No
531,BENERAN VINCENT DESTA https://t.co/sGN65ylS1Y,No
532,"@pandji pelawak pertama kang sule
udah lama gak di tonton warkop dki
sekarang sering ditonton vincent desta sama surya insomnia",No
533,@topiijomasallll Anya geraldine dtg ke podcast Vincent-desta gak mandi tetep Cantik😅,No
534,"@cattleyamiaw ADUH GAPAPA BGT SUMPAH! Mau Sule Andre, Vincent Desta, Topan Lesus, Daesung Riri, Shindong Eunhyuk, aku bakalah suka bgt sama MarkGem 😆😆😆",No
535,@CenayangFilm Di film ini ada vincent desta,No
536,minimal kelakuannya kaya Vincent Desta,No
537,@pegaIino vincent desta DUPE,No
538,semoga YBBA bisa seseru Vincent Desta Hesti Enzy bahkan lebih dan semoga kita bisa saling melindungi menjaga silaturahmi semoga juga pertemananya panjang umur dan kita semakin dekat seperti keluarga aamiin,No
539,KEAHLIAN VIDI BULLE BIKIN VINCENT DESTA NGAKAK!  youtube.com/watch?v=3BYHok…,No
540,I would say vincent desta since sule is kinda problematic,No
541,@haveeingfun vincent desta hesti enzy,No
542,"@haveeingfun Vincent, Desta, Enzy, Hesti",No
543,@haveeingfun vincent desta enji hesti,No
544,"@haveeingfun hesti enzy vincent desta, kadang ada danang",No
545,WAWANCANDA EBEL COBRA - TERIMA KASIH VINCENT DESTA youtu.be/Q1BFeFy84ZE via @YouTube,No
546,"WAWANCANDA EBEL COBRA - TERIMA KASIH VINCENT DESTA
youtu.be/Q1BFeFy84ZE",No
547,@OsenFalcortz Vincent desta,No
548,@haechantekkim vincent desta gak sih?😭,No
549,Vincent Desta Korean Ver,No
550,vincent desta sih,No
551,vincent desta cabang korea https://t.co/MHw7hUYS7J,No
552,"bisa aja dah ah vincent desta
https://t.co/LRWJeQbCvw",No
553,"@zee00nunew @CwrNew @zee_pruk Prediksi jaya jaya jaya
Club motornya vincent desta dkk",No
554,"Om om paling menarik di Indonesia cuma Vincent, desta, sama gading 🙏🏻",No
555,@vaaspace ahmad dhani punya f(x) = y dan kenapa hidrogen perklorat ditabrak vario mengucapkan selamat idul fitri garis lurus bersinggungan terbaik dewa 19 vincent desta bawa bejana kopi V60 silverqueen kenapa dia bisa tiba tiba tenis sparta telaga gudeg,No
556,"Kemarin paman datang
pamanku vincent desta",No
557,@ssefnum Tonight show..... Vincent &amp; desta....,No
558,@ielysea @rentfess @atlantimc @racoonteurv @iArktik Kagak lihat Vincent desta gue,No
559,VINCENT DESTA.. ORANG KOK GIMIK TERUS HERAAAAAAN!!  youtube.com/watch?v=81T9op…,No
560,@firstfleur @thirtny Lucuan Vincent Desta,No
561,@shespidee vincent desta anjg bukan bokep 😭😭😍,No
562,Gw berarti gamimpi pas tidurbsetel vincent desta dan scroll tiktok,No
563,"ini kok feeling gue vincent desta sebenernya ditawarin film ini juga ya? (ofc mereka nolak)

i mean majority castnya temennya semua bjir....",No
564,"@angewwie My name is Vincent and I can't tell you how many times I corrected my own names. For a few times I had to say ""itu lho kayak Vincent Desta di TV"" but it doesn't help much.",No
565,taeil johnny vs vincent desta,No
566,@tanyarlfes satu tingkat diatas vincent - desta,No
567,"@xosetiyono @iIhamzada Emang gampang ""biar diurus Vincent-Desta""? 
Gak semudah ketikanmu. Cabang Olahraga ini sarat bisnis dan kuasa.",No
568,"@iIhamzada Tenis meja bisa gk biar di urus Vincent Desta, waktu gelar pertandingan antara Abdel dan Desta seru juga itu.
Dan waktu itu juga ada kritikan terhadap pengurusan tenis meja juga.",No
569,"@prabudjie Cinlok di vincent desta agency

A THREAD",No
570,"Komi sisen 1 dan 2 (baca komiknya juga)

Se7en
Zodiac
Madoka Magia
Mushoku Tensei
Summer Time Rendering
Suzume no Tojimari
Batman The Dark Night 
Pretty Boys(yang vincent desta)
Miracle in Cell No.7 (yang indo)
Avengers End Game (dan film mcu sebelumnya)
Demon Slayer(baca komik)",No
571,enga jawab vincent desta aja bang😌,No
572,humor bnr ni psngan kyk vincent desta,No
573,"@putpuwi Harusnya - Youtube om ,youtube vincent desta show show show , biar kaya iyeb 🤣🤣",No
574,"👦: kerja dimana skrg?
🥰: di Vindes om..
👦: apaan tuh?
🥰: youtube om.. youtube Vincent Desta
👦: oh kayak youtuber gitu yah",No
575,@jwoniiee_ Vincent desta itu kalo nyanyi bon jovi liriknya diganti 🤣,No
576,lucunya sebanding sama vincent-desta,No
577,"@dilfsdo vincent, desta mn😔😔😔😔",No
578,"K1
Henry 'Batman'
Vincent
Desta
Cliff 
Lembu
Ytonk",No
579,"DBD + Lembu
Ytonk
Henry 'Batman'
Vincent
Desta
Cliff",No
580,"DBD + Henry 'Batman'
Vincent
Desta
Cliff 
Lembu
Ytonk",No
581,"DBD + Henry 'Batman'
Vincent
Desta
Cliff 
Lembu
Ytonk",No
582,"H3 S Henry 'Batman'
Vincent
Desta
Cliff lembu ytonk.",No
583,"Mana duet terlucu menurut kalian? 
• Komeng &amp; Adul
• Vincent &amp; Desta
• Andre &amp; Sule
• Maguire &amp; De Gea https://t.co/JJ0l8bKUYI",No
584,"@vindestwitt Mungkin dia gak ngerti arti dari keluar dari zona nyaman, kalo konsep nya gitu"" doang gimana perusahaan mau maju, mana sekarang saker nya tambah banyak, kan Vincent Desta pernah bilang kalo saker sejatera dan makmur mereka senang dan bahagia, yg ngerti filosofi nya pasti tau",No
585,"@febryfeb @vindestwitt Justru itu gk sih tujuannya. Secara korporasi kl cuma ngandelin figur vincent-desta doang, bisa brp lama? emangnya bakal terus²an tampil?
Jd gk berkembang &amp; gk sustainable

Sama kyk Close the door mulai ada segmen lain. Invest di channel lain",No
586,@tteokcheek HALO AKU PERNAH LIAT AKUN KAMU JUGA omg daripada sule andre mending kita vincent desta ❤️😋,No
587,@Christiyan vincent desta,No
588,"Kemarin.... paman datang...
Paman ku... Vincent Desta @vindestwitt",No
589,Renhyuck penerusnya vincent desta wbk,No
590,@tanyakanrl 🤣 butuh temen kek Vincent desta,No
591,@nuraseona_ 😂😂 youtube jela hiburan selain netflix..sbb jarang nonton tv.. my favorite show - tonight show vincent/desta. tp RA aku suka anak2nya.,No
592,"@MafiaWasit Vindes, Vincent desta😆",No
593,gw mo nontonin vincent desta aja lucu,No
